#Orbital-430  #Orbital-431  #Orbital-432  
    14.24308241     17.27593352     17.40847475  
    14.32456521     17.23793687     17.33521172  
    14.45959106     17.17107555     17.32511370  
    14.25275213     17.33924957     17.62048690  
    14.39358222     17.36300798     17.73333585  
    14.35847496     17.34937714     17.43524260  
    14.25055499     17.21142904     17.35246038  
    14.28218342     17.39745429     17.63875660  
    14.16281697     17.34026799     17.39700809  
    14.35593567     17.24395971     17.44698327  
    14.04756314     17.20415828     17.46004949  
    14.16657916     17.32175191     17.50688207  
    14.15053057     17.18092729     17.50867316  
    14.21133091     17.18550091     17.53277384  
    14.25764263     17.20476767     17.38062218  
    14.29561317     17.18646781     17.28723034  
    14.09268704     17.13463120     17.18315180  
    14.37577322     17.32172722     17.44676115  
    14.09884976     17.26318253     17.45444226  
    14.30741903     17.24642749     17.30270016  
    14.40269310     17.28415615     17.49085126  
    14.00488561     17.15518264     17.32877102  
    14.14126185     17.27515536     17.45539420  
    13.99455934     17.34988529     17.71930383  
    14.27387025     17.10560496     17.49002788  
    14.13620255     17.31203533     17.44575601  
    14.26234215     17.20801685     17.42620494  
    14.35939853     17.19558175     17.42069848  
    14.30055397     17.40153432     17.63853972  
    14.26895828     17.26010697     17.50340119  
    14.19870595     17.21602365     17.41111128  
    14.22867129     17.38737079     17.52426491  
    14.17995725     17.22060326     17.31920306  
    14.09005948     17.13071897     17.40499734  
    13.98378939     17.33144951     17.36074859  
    14.14265139     17.32570243     17.56295628  
    14.24169546     17.26650450     17.59288605  
    14.37471278     17.46877388     17.51097858  
    14.18596357     17.33299327     17.47129501  
    14.09352249     17.23710634     17.32156002  
    14.19032396     17.28830067     17.44340701  
    14.15015054     17.29916050     17.48597611  
    14.01935864     17.29719533     17.36724610  
    14.07245482     17.38553393     17.43454367  
    14.02830744     17.36756046     17.40412488  
    14.08161989     17.25087470     17.53656843  
    14.23925009     17.16523908     17.40565629  
    14.41329852     17.37888388     17.45706709  
    14.13200180     17.28811711     17.63503670  
    14.17523809     17.18732635     17.23751591  
    14.10624892     17.18402423     17.41558148  
    14.33562905     17.30690042     17.49535376  
    14.40739697     17.38434232     17.45838531  
    14.21474220     17.35650448     17.62585252  
    14.25169380     17.07934154     17.51840452  
    14.23302477     17.33635389     17.40189016  
    14.14181978     17.24832155     17.34339318  
    14.29066150     17.20257783     17.52352429  
    14.13600610     17.43162093     17.57084937  
    14.15826348     17.32137649     17.47846786  
    14.18007668     17.20869445     17.36883677  
    14.05412981     17.32555766     17.52490961  
    14.28624621     17.20263153     17.37184935  
    14.33720177     17.14968104     17.41107505  
    14.43173616     17.30321685     17.44170222  
    14.27143573     17.20085224     17.31826924  
    13.98591167     17.05273794     17.30958344  
    14.21203435     17.13421682     17.47408202  
    14.28630490     17.16365098     17.49030646  
    14.14328846     17.24721084     17.48793836  
    14.48025570     17.20123546     17.37605390  
    14.17156355     17.24682701     17.58382661  
    14.06775068     17.30196989     17.49699891  
    14.37682492     17.30081457     17.62033801  
    14.06615991     17.33703560     17.48816958  
    14.04717286     17.32666252     17.40496913  
    14.33128852     17.42274988     17.52542722  
    14.02511767     17.25998169     17.38159843  
    14.23598492     17.21831191     17.45647619  
    14.02243633     17.21966575     17.44760565  
    14.18998021     17.35978009     17.44182063  
    14.11632732     17.31139979     17.74740238  
    14.28863230     17.34873098     17.46390554  
    14.25149928     17.16473541     17.30970429  
    14.13008517     17.22830462     17.39537602  
    14.28783719     17.27119162     17.39930390  
    14.03500127     17.26528954     17.37833558  
    14.11359982     17.13120306     17.48136966  
    14.29433961     17.17280952     17.43968711  
    14.38202481     17.15453272     17.42008689  
    14.08826586     17.25710062     17.46903186  
    14.01171349     17.23252372     17.39592946  
    14.21559629     17.23625659     17.53150582  
    14.35672807     17.26456715     17.46325681  
    14.32006276     17.18601009     17.40104399  
    14.26206848     17.32697797     17.37464989  
    14.49210406     17.16451398     17.34317151  
    13.87157517     17.24861256     17.74438504  
    13.95007273     17.33901160     17.60537605  
    14.14332715     17.36086516     17.56166065  
    14.33272221     17.24259815     17.36217444  
    14.17084339     17.25560023     17.45196763  
    14.34174898     16.99060720     17.28741816  
    14.24403514     17.41706374     17.60361194  
    14.26833300     16.97247801     17.16497864  
    14.51444919     17.36511505     17.52943621  
    14.29413708     17.17549601     17.29084095  
    14.29796334     17.19367459     17.41678492  
    14.22452490     17.17956568     17.35901468  
    14.42609989     17.20107772     17.25916236  
    14.24459845     17.38155564     17.45368734  
    13.98061608     17.27631012     17.65146414  
    14.16077701     17.41696148     17.45099878  
    14.10396597     17.42066857     17.68380013  
    14.48753357     17.24163128     17.49284833  
    14.17576946     17.39526978     17.59498865  
    14.42102409     17.13601900     17.32052228  
    14.34634363     17.24665359     17.49969801  
    14.38428769     17.19431485     17.29953418  
    14.21170559     17.29542936     17.40942148  
    13.93783362     17.23852056     17.34788178  
    14.18083112     17.38294264     17.53942528  
    14.10477720     17.15235818     17.33419010  
    14.21422324     17.20250094     17.37568523  
    14.03753633     17.11237179     17.35384723  
    14.10761446     17.07912571     17.27136859  
    14.34466157     17.38715500     17.60406218  
    14.38170251     17.13137367     17.33138068  
    14.22937908     17.26842862     17.41365864  
    14.41799935     17.47429886     17.58593078  
    14.17596646     17.29600130     17.53497630  
    14.30936465     17.37217152     17.49889260  
    14.50916126     17.25631538     17.47929205  
    13.97414111     17.30301042     17.49368038  
    14.36220198     17.31822305     17.41974737  
    14.26255683     17.35379273     17.49137898  
    14.39675107     17.21364551     17.39874150  
    14.18116155     17.33109861     17.44939173  
    14.35039597     17.21517719     17.42806089  
    14.37267353     17.27567754     17.57619136  
    14.33388331     17.24678109     17.61082215  
    14.08290765     17.08813103     17.41052469  
    14.46696879     17.27531926     17.43065442  
 
